image,country_pred,country_true,country_exact,country_fuzzy,country_status,material_pred,material_true,material_exact,material_fuzzy,material_status,care_pred,care_true,care_exact,care_fuzzy,care_status,ocr_confidence,full_text,error_score
IMG_8702.JPG,Cambodia,cambodia,True,1.0,exact_match,72% NYLON 12% SPANDEX BACK 28% SPANDEX REMOVE,"72% nylon, 28% spandex",False,0.6268656716417911,mismatch,WASHING MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW REMOVE PROMPTLY COOL IRON IF NEEDED,remove pads before washing. machine wash cold separately. gentle cycle only non-chlorine bleach if needed. tumble dry low. remove promptly. cool iron if needed,False,0.9183673469387755,near_match,0.8924694531405941,Extra Uranae Made in Cambodia Hecho en Camboya BODY: 72% NYLON / 289 SPANDEX FRONT LJNING: 889 NYLON / 12% SPANDEX BACK LINING: 729 NYLON 28% SPANDEX REMOVE PADS BEFORE WASHING MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW REMOVE PROMPTLY COOL IRON IF NEEDED,0.4547669814194334
tag_6.JPG,India,India,True,1.0,exact_match,100% Cotton,100% Cotton,True,1.0,exact_match,Wash Cold With Like Colors_Non-Chlorine Bleach Onk: Tumble Dly Low: Iron On Lowest Setling: WADAX,"machine wash cold with like colors, non-chlorine bleach only, tumble dry low, iron on lowest setting",False,0.8527918781725888,partial_match,0.6221392275839482,Made In India Fabrique En Inde Hergestellt In Indien In India Vervaardigdln! hecho en india 100% Cotton /Coton / Baumwolle KKatoen /t# / algodon Wash Cold With Like Colors_Non-Chlorine Bleach Tumble Dly Low: Iron On Lowest Setling: WADAX LaverAe Machioe ^i '69u Machine Onk:,0.14720812182741116
tag_4.JPG,Guatemala,Guatemala,True,1.0,exact_match,,100% Cotton,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,0.7222772492893481,Made In Guatemala Fabrique Au Guatemala Hergestellt In Guatemala Vervaardigd In Guatemala 775770 Hecho En Guatemala 1oo%Cotton/Coton/ Baumwolle/Katoen/ke / Algodon,2.0
IMG_8700.JPG,,not visible,False,0.0,prediction_failed,91% RECYCLED POLYESTER 9% SPANDEX MACHINE,"91% recycled polyester, 9% spandex",False,0.88,partial_match,MACHINE WASH COLD WITH LIKE COLORS. GENTLE CYCLE: ONLY NON CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW: REMOVE PROMPTLY. COOL IRON IF NEEDED . DO NOT IRON ON LABEL RN17730 VN1068795,machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. iron cool if needed. do not iron on label,False,0.8967551622418879,partial_match,0.6542819315894743,91% RECYCLED POLYESTER / 9% SPANDEX MACHINE WASH COLD WITH LIKE COLORS. GENTLE CYCLE: ONLY NON CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW: REMOVE PROMPTLY. COOL IRON IF NEEDED . DO NOT IRON ON LABEL RN17730 VN1068795,1.2232448377581122
IMG_8714.JPG,,not visible,False,0.0,prediction_failed,100% NYLON LINING 100% RECYCLED POLYESTER 100% RECYCLED POLYESTER,"100% nylon, 100% recycled polyester",False,0.68,mismatch,"MACHINE WASH COLD WITH LIKE COLORS, GENTLE CYCLE: ONLY NON-CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW. REMOVE PROMPTLY. DO NOT IRON. DO NOT DRY CLEAN. RN17730 VN1119796",machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. do not iron. do not dry clean.,False,0.926984126984127,near_match,0.7408090230134445,"SHELL: 100% NYLON LINING: 100% RECYCLED POLYESTER FILLING:; 100% RECYCLED POLYESTER MACHINE WASH COLD WITH LIKE COLORS, GENTLE CYCLE: ONLY NON-CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW. REMOVE PROMPTLY. DO NOT IRON. DO NOT DRY CLEAN. RN17730 VN1119796",1.3930158730158728
tag_5.JPG,VIETNAM,Vietnam,True,1.0,exact_match,,not visible,False,0.0,prediction_failed,"MACHINE WASH COLD BLEACH; NOT DO COLOURS; ONLY IF DRY FLAT, COOL IRON NEEDED, OR DRY CLEAN SECHER A PLAT, JAVELISER; OU NETTOYER A NECESSAIRE; SEC","Machine wash cold with like colours, do not bleach, dry flat, cool iron only if needed, or dry clean",False,0.5934959349593496,mismatch,0.7563038356444638,"C   MACHINE WASH COLD BLEACH; COLOURS; ONLY IF DRY FLAT, COOL IRON NEEDED, OR DRY CLEAN LAVER A LA MACHINE A LEAU FROIDE AVEC COULEURS SEMBLABLES, NE PAS JAVELISER; SECHER A PLAT, REPASSAGE DOUX SI NECESSAIRE; OU NETTOYER A SEC MADE IN VIETNAM FABRIQUE AU VIETNAM B*Da P LIke WITH NOT DO",1.4065040650406504
tag_1.JPG,Guatemala,Guatemala,True,1.0,exact_match,,100% Cotton,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,0.42211093292842417,MMade In Guatemala Fabrique AL Guatemala Hergestellt iIn Guatemala Mervaardigd In Guatemala 777350 Hecho En Guatemala oo%Cotton/Coton/ BaumwollelKatoen/8/ Algodon; d se ne pll,2.0
IMG_8710.JPG,CAMBOYA,cambodia,False,0.8,partial_match,91% RECYCLED POLYESTERVPOLIESTER 8% WOOLLANA 1% SPANDEX RN,"91% recycled polyester, 8% wool, 1% spandex",False,0.8118811881188119,partial_match,,not visible,False,0.0,prediction_failed,0.7832190417759113,MIAO 91% RECYCLED POLYESTERVPOLIESTER RECICLADO 8% WOOLLANA 1% SPANDEX RN17730 VN1989869 MADE IN CAMBODIA / HECHO EN CAMBOYA,1.388118811881188
IMG_8705.JPG,Cambodia,Cambodia,True,1.0,exact_match,,"93% lyocell, 7% spandex",False,0.0,prediction_failed,MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW PROMPTLY REMOVE COOL IRON IF NEEDED,machine wash cold sepearately gentle cycle only non-chlorine bleach if needed tumble dry low remove promptly cool iron if needed,False,0.9411764705882353,near_match,0.8288793612157469,LaiO Extra Extra Grande EhjaJo Made in Cambodia Hecho en Camboya 939 LYOCELL / 79 SPANDEX EXCLUSIVE OF DECORATION MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW REMOVE COOL IF PROMPTLY IRON NEEDED,1.0588235294117647
IMG_8711.JPG,,not visible,False,0.0,prediction_failed,00%s COTToN,100% cotton,False,0.9090909090909091,near_match,"MACHINE WASH COLD SEPARATELY GENTLE TUMBLE NEEDED: ONLY NoN-CHLORINE BLEACH IF IF IRON , WARM DRY LOW. REMOVE PROMPTLY. NEEDED. RN17730 VN1247024",machine wash cold seperately. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. warm iron if needed,False,0.7292418772563177,partial_match,0.7953672672278547,"j00%s COTToN (69 RECYCLED COTTON) EXCLUSIVE OF DECORATION MACHINE WASH COLD SEPARATELY ONLY NoN-CHLORINE BLEACH IF IF DRY LOW. REMOVE PROMPTLY. NEEDED. RN17730 VN1247024 CYCLE GENTLE TUMBLE NEEDED: IRON , WARM",1.361667213652773
tag_2.JPG,Guatemala,Guatemala,True,1.0,exact_match,100% Cotton,100% Cotton,True,1.0,exact_match,,not visible,False,0.0,prediction_failed,0.5894468926583628,Made In Guatemala Fabrique Au Guatemala Kergestellt In Guatemala Verveardigd In Guatemala  777770 Hecho En Guatemala 100% Cotton/Coton/ Baumwolle/Katoen/ 8 / Algodon 0 bl Se T,1.0
