image,image_source,country_pred,country_true,country_exact,country_fuzzy,country_status,material_pred,material_true,material_exact,material_fuzzy,material_status,care_pred,care_true,care_exact,care_fuzzy,care_status,ocr_confidence,full_text,error_score
IMG_8702.JPG,cropped,Cambodia,cambodia,True,1.0,exact_match,72% NYLON 28% SPANDEX FRONT 28% SPANDEX REMOVE,"72% nylon, 28% spandex",False,0.6176470588235294,mismatch,WASHING MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW REMOVE PROMPTLY COOLIRON IF NEEDED,remove pads before washing. machine wash cold separately. gentle cycle only non-chlorine bleach if needed. tumble dry low. remove promptly. cool iron if needed,False,0.9146757679180887,near_match,0.8501874509990262,Made in Cambodia Hecho en Camboya BODY: 72% NYLON / 28% SPANDEX FRONT LNING: 889 NYLON / 129 SPANDEX BACK LINING: 729 NYLON / 28% SPANDEX REMOVE PADS BEFORE WASHING MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW REMOVE PROMPTLY COOLIRON IF NEEDED,0.4676771732583819
tag_6.JPG,original,India,India,True,1.0,exact_match,100% Cotton,100% Cotton,True,1.0,exact_match,Wash Cold With Like Colors_Non-Chlorine Bleach Onk: Tumble Dly Low: Iron On Lowest Setling: WADAX,"machine wash cold with like colors, non-chlorine bleach only, tumble dry low, iron on lowest setting",False,0.8527918781725888,partial_match,0.6221392275839482,Made In India Fabrique En Inde Hergestellt In Indien In India Vervaardigdln! hecho en india 100% Cotton /Coton / Baumwolle KKatoen /t# / algodon Wash Cold With Like Colors_Non-Chlorine Bleach Tumble Dly Low: Iron On Lowest Setling: WADAX LaverAe Machioe ^i '69u Machine Onk:,0.14720812182741116
tag_4.JPG,original,Guatemala,Guatemala,True,1.0,exact_match,,100% Cotton,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,0.7222772492893481,Made In Guatemala Fabrique Au Guatemala Hergestellt In Guatemala Vervaardigd In Guatemala 775770 Hecho En Guatemala 1oo%Cotton/Coton/ Baumwolle/Katoen/ke / Algodon,2.0
IMG_8700.JPG,cropped,,not visible,False,0.0,prediction_failed,91% RECYCLED POLYESTER 9% SPANDEX MACHINE,"91% recycled polyester, 9% spandex",False,0.88,partial_match,MACHINE WASH COLD WITH LIKE COLORS. GENTLE CYCLE ONLY NON CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW: REMOVE PROMPTLY COOL IRon IF NEEDED. DO NOT IRON ON LABEL RNI7730 VN1068795,machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. iron cool if needed. do not iron on label,False,0.8988095238095238,partial_match,0.6814046418233616,91% RECYCLED POLYESTER / 9% SPANDEX MACHINE WASH COLD WITH LIKE COLORS. GENTLE CYCLE ONLY NON CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW: REMOVE PROMPTLY COOL IRon IF NEEDED. DO NOT IRON ON LABEL RNI7730 VN1068795,1.2211904761904764
IMG_8714.JPG,cropped,,not visible,False,0.0,prediction_failed,100% NYLON LINING 100% RECYCLED POLYESTER 100% RECYCLED POLYESTER,"100% nylon, 100% recycled polyester",False,0.68,mismatch,"MACHINE WASH COLD WITH LIKE COLORS, GENTLE CYCLE. ONLY NON-CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW. REMOVE PROMPTLY. DO NOT IRON. DO NOT DRY CLEAN.",machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. do not iron. do not dry clean.,False,0.9932432432432432,near_match,0.7277176894242351,"SHELL: 100% NYLON LINING: 100% RECYCLED POLYESTER FILLING; 100% RECYCLED POLYESTER MACHINE WASH COLD WITH LIKE COLORS, GENTLE CYCLE. ONLY NON-CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW. REMOVE PROMPTLY. DO NOT IRON. DO NOT DRY CLEAN.",1.3267567567567566
tag_5.JPG,cropped,VIETNAM Like WITH COLD NOT ONLY IF DRY,Vietnam,False,0.3111111111111111,mismatch,,not visible,False,0.0,prediction_failed,"MACHINE WASH BLEACH; COLOURS, DO NOT ONLY IF DRY FLAT, COOL IRON CLEAN DRY NEEDED; OR SEMBLABLES, JAVELISER, SECHER A PLAT, NECESSAIRE, OU NETTOYER A SEC","Machine wash cold with like colours, do not bleach, dry flat, cool iron only if needed, or dry clean",False,0.5612648221343873,mismatch,0.8670573726308431,"MACHINE WASH COLOURS, DO BLEACH; DRY FLAT, COOL IRON NEEDED; OR CLEAN LAVER ALA MACHINE A LEAU FROIDE AVEC COULEURS SEMBLABLES, NE PAS JAVELISER, SECHER A PLAT, REPASSAGE DOUX Sl NECESSAIRE, OU NETTOYER A SEC MADE IN VIETNAM Like WITH COLD NOT ONLY IF DRY",2.1276240667545014
tag_1.JPG,cropped,,Guatemala,False,0.0,prediction_failed,0% Cotton,100% Cotton,False,0.9,partial_match,,not visible,False,0.0,prediction_failed,0.5194145264354614,Mace In Guatemala Fabrique AL Guatemala Hergestelll In Gualemala In Guatemala Yervaariggnght Hecho En Guatemala #o0% Cotton/Coton/ BaumwollelKatoen/8/ Algodoni,2.1
IMG_8710.JPG,cropped,,cambodia,False,0.0,prediction_failed,91% RECYCLED POLYESTERIPOLIESTER 8% WOOLJLANA 1% SPANDEX RN,"91% recycled polyester, 8% wool, 1% spandex",False,0.803921568627451,partial_match,,not visible,False,0.0,prediction_failed,0.9089777858083743,91% RECYCLED POLYESTERIPOLIESTER RECICLADO 8% WOOLJLANA 1% SPANDEX RN17730 VN1989869 MADE IN CAMBODIA /,2.196078431372549
IMG_8705.JPG,cropped,Cambodia,Cambodia,True,1.0,exact_match,7% SPANDEX EXCLUSIVE,"93% lyocell, 7% spandex",False,0.46511627906976744,mismatch,MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW PROMPTLY REMOVE COOL IRON IF 7 NEEDED,machine wash cold sepearately gentle cycle only non-chlorine bleach if needed tumble dry low remove promptly cool iron if needed,False,0.933852140077821,near_match,0.8752025859631344,Made in Cambodia Hecho en Camboya 939 LYOCELL / 7% SPANDEX EXCLUSIVE OF DECORATION MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW REMOVE PROMPTLY COOL IF 7 NEEDED IRON,0.6010315808524116
IMG_8711.JPG,cropped,,not visible,False,0.0,prediction_failed,100% COTTon EXCLUSIE 5% CYCLE GENTLE,100% cotton,False,0.46808510638297873,mismatch,MACHINE WASH COLD SEPARATELY TUMBLE NEEDED: ONLY NON-CHLORINE BLEACH IF IF IRON WARM DRY LOW. REMOVE PROMPTLY. NEEDED .,machine wash cold seperately. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. warm iron if needed,False,0.776,partial_match,0.8395496292339057,RECYCLED COTTON) 100% COTTon EXCLUSIE OF DECORATION MACHINE WASH COLD SEPARATELY ONLY NON-CHLORINE BLEACH IF IF DRY LOW. REMOVE PROMPTLY. NEEDED . (5% CYCLE GENTLE TUMBLE NEEDED: IRON WARM,1.7559148936170212
tag_2.JPG,cropped,Guatemala,Guatemala,True,1.0,exact_match,100%Cotton,100% Cotton,False,0.9523809523809523,near_match,,not visible,False,0.0,prediction_failed,0.6368222674827414,Made In Guatemala Fabrique Au Guatemala Hergestellt In Guatemala Vervaardigd In Guatemala 777770 Hecho En Guatemala 100%Cotton/Coton/ Baumwolle/Katoen/ 8 / Algodon,1.0476190476190477
IMG_8707.JPG,cropped,CAMBODIA A,cambodia,False,0.8888888888888888,partial_match,90% COTTONIALGODON 10% SPANDEXISPANDEX EXCLUSIVE,"90% cotton, 10% spandex",False,0.6197183098591549,mismatch,,not visible,False,0.0,prediction_failed,0.8145501029091872,90% COTTONIALGODON 10% SPANDEXISPANDEX EXCLUSIVE OF DECORATION NO INCLUYE LA DECORACION XXL MADE IN CAMBODIA A,1.4913928012519562
IMG_8713.JPG,cropped,NICARAGUA,Nicaragua,True,1.0,exact_match,77% RECYCLED POLYESTER 11% LYOCELL 12% SPANDEX MACHINE,"77% recycled polyester, 11% lyocell, 12% spandex",False,0.9019607843137255,near_match,MACHINE WASH COLD WTH UKE COLORS ONLY NON-CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW; REMOVE PROMPTLY. COOL IRON IF NEEDED_ DO NOT IRON ON LABEL_ RN17730 VN1068795,machine wash cold with like colors. only non-chlorine bleach if needed. tumble dry low. remove promptly. cool iron if needed. do not iron on label,False,0.9090909090909091,near_match,0.6620199842364037,77% RECYCLED POLYESTER / 11% LYOCELL 12% SPANDEX MACHINE WASH COLD WTH UKE COLORS ONLY NON-CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW; REMOVE PROMPTLY. COOL IRON IF NEEDED_ DO NOT IRON ON LABEL_ RN17730 VN1068795 MADE IN NICARAGUA,0.18894830659536543
IMG_8539.JPG,cropped,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,wash Cuid gente Machine C0s Hko n only cyde Non churie bleach drow Tumble needed Warm nones E,machine wash cold gentle cycle with like colors. Non-chlorine bleach only. Tumble dry low. Warm iron as needed.,False,0.4729064039408867,mismatch,0.3098248338984847,wash Cuid Hko only drow Warm nones E gente Machine C0s n cyde Non churie bleach Tumble needed,2.5270935960591134
IMG_8712.JPG,cropped,,not visible,False,0.0,prediction_failed,77% RECYCLED POLYESTER 11% NYLON 8% WOOL 4% SPANDEX TURN,"77% recycled polyester, 11% nylon, 8% wool, 4% spandex",False,0.9272727272727272,near_match,"MACHINE WASH COLD WITH LIKE COLORS, GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED RESHAPE AND LAY FLAT TO DRY COOL IRON IF NEEDED",turn garment inside out. machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. reshape and lay flat to dry. cool iron if needed,False,0.896551724137931,partial_match,0.8591234352978754,"77% RECYCLED POLYESTER / 11% NYLON / 8% WOOL / 4% SPANDEX TURN GARMENT INSIDE OUT MACHINE WASH COLD WITH LIKE COLORS, GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED RESHAPE AND LAY FLAT TO DRY COOL IRON IF NEEDED",1.1761755485893417
IMG_8706.JPG,cropped,VETNAM,Vietnam,False,0.9230769230769231,near_match,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,0.41154617248741365,MAdE In VETNAM,2.0769230769230766
tag_3.JPG,original,,not visible,False,0.0,prediction_failed,50% COTTON s 0% MODAL 50% COTON PO,"50% Modal, 50% Cotton",False,0.36363636363636365,mismatch,,not visible,False,0.0,prediction_failed,0.8288634945181399,5o% MODAL 50% COTTON s0% MODAL 50% COTON PO 4500127229 CA 23725 RN 122354 STYLE # BCR5-1600-20 ARTICLE # 79475,2.6363636363636362
IMG_8629.JPG,cropped,,not visible,False,0.0,prediction_failed,,not visible,False,0.0,prediction_failed,,dry clean,False,0.0,prediction_failed,0.4598772464856068,DRY CLENN,3.0
IMG_8615.JPG,cropped,,not visible,False,0.0,prediction_failed,,100% Cashmere,False,0.0,prediction_failed,WAshMErE 92,not visible,False,0.18181818181818182,mismatch,0.0514289445103897,92 WAshMErE,2.8181818181818183
IMG_8601.JPG,cropped,,not visible,False,0.0,prediction_failed,100% CASHMERE DRY,100% Cashmere,False,0.8666666666666667,partial_match,DRY CLEAN Or HAND WASH COLD Twist OR WRING DONOT DO NOT BLEACH RESHAPE AND LAY FLAT TO DRY WARM IRON IF NEEDED,dry clean or hand wash cold do not twist or wring do not bleach reshape and lay flat to dry warm iron if needed,False,0.9411764705882353,near_match,0.717042960176977,100% CASHMERE DRY CLEAN Or HAND WASH COLD DONOT Twist OR WRING DO NOT BLEACH RESHAPE AND LAY FLAT TO DRY WARM IRON IF NEEDED,1.192156862745098
