image,image_source,ocr_method,num_detections,variants_tried,best_combined_score,country_pred,country_true,country_exact,country_fuzzy,country_status,material_pred,material_true,material_exact,material_fuzzy,material_status,care_pred,care_true,care_exact,care_fuzzy,care_status,ocr_confidence,full_text
IMG_8702.JPG,cropped,pytesseract_original,47,5,0.750661853188929,Cambodia,cambodia,True,1.0,exact_match,"72% NYLON 28% SPANDEX
FRONT 88% NYLON 12% SPANDEX
BACK 72% NYLON 28% SPANDEX

REMOVE","72% nylon, 28% spandex",False,0.4,mismatch,WASHING MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW COOLIRON IF NEEDED,remove pads before washing. machine wash cold separately. gentle cycle only non-chlorine bleach if needed. tumble dry low. remove promptly. cool iron if needed,False,0.851985559566787,partial_match,94.08510638297872,"Made in Cambodia
Hecho en Camboya

BODY:
72% NYLON /
28% SPANDEX
FRONT LINING:
88% NYLON /
12% SPANDEX
BACK LINING:
72% NYLON /
28% SPANDEX

REMOVE PADS
BEFORE WASHING
MACHINE WASH
COLD SEPARATELY
GENTLE CYCLE
ONLY
NON-CHLORINE
BLEACH IF NEEDED
TUMBLE DRY LOW
COOLIRON IF
NEEDED
"
tag_6.JPG,original,pytesseract_denoised,25,5,0.5021097046413502,not visible,India,False,0.0,prediction_failed,100% Cotton,100% Cotton,True,1.0,exact_match,Machine Wash Cold With Like os ee ees piareurhenaeyt ‘eons,"machine wash cold with like colors, non-chlorine bleach only, tumble dry low, iron on lowest setting",False,0.5063291139240507,mismatch,47.56,"(ar eatn Gate a
‘7

SELLAC OC OS

100% Cotton ‘Coton
Baumwolle /Katoen is |

Machine Wash Cold With Like
os ee ees

piareurhenaeyt ‘eons
"
tag_4.JPG,original,pytesseract_bilateral,22,5,0.31746031746031744,not visible,Guatemala,False,0.0,prediction_failed,100%Cotton,100% Cotton,False,0.9523809523809523,near_match,not visible,,True,1.0,both_none,70.36363636363636,"Made In Guatemala
Fabriqué Au Guatemala
Hergesteilt in Guatemala

Vervaardi yi In Guatemala
XR
| oe En Guatemala

100%Cotton/Coton/
Baumwolle/Katoen/#2/
_ Algodon
"
IMG_8700.JPG,cropped,pytesseract_original,36,5,0.5961848574237955,not visible,,True,1.0,both_none,"91% RECYCLED POLYESTER 9% SPANDEX
MACHINE","91% recycled polyester, 9% spandex",False,0.88,partial_match,MACHINE WASH COLD WITH LIKE COLORS. GENTLE CYCLE. ONLY NON CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW. REMOVE PROMPTLY. COOL IRON IF NEEDED. DO NOT IRON ON LABEL. RN17730 VN1068795,machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. iron cool if needed. do not iron on label,False,0.9085545722713865,near_match,90.44444444444444,"91% RECYCLED POLYESTER / 9% SPANDEX
MACHINE WASH COLD WITH LIKE COLORS. GENTLE
CYCLE. ONLY NON CHLORINE BLEACH IF NEEDED.
TUMBLE DRY LOW. REMOVE PROMPTLY.

COOL IRON IF NEEDED. DO NOT IRON ON LABEL.
RN17730 VN1068795
"
IMG_8714.JPG,cropped,pytesseract_bilateral,38,5,0.5544258639910814,not visible,,True,1.0,both_none,"100% NYLON

LINING 100% RECYCLED POLYESTER 100% RECYCLED POLYESTER","100% nylon, 100% recycled polyester",False,0.68,mismatch,MACHINE WASH COLD WITH LIKE COLORS. GENTLE CYCLE. ONLY NON-CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW. REMOVE PROMPTLY. DO NOT IRON: DO NOT DRY CLEAN. 3,machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. do not iron. do not dry clean.,False,0.9832775919732442,near_match,87.53658536585365,"SHELL: 100% NYLON

LINING: 100% RECYCLED POLYESTER

FILLING: 100% RECYCLED POLYESTER a
MACHINE WASH COLD WITH LIKE COLORS. GENTLE
CYCLE. ONLY NON-CHLORINE BLEACH IF NEEDED.
TUMBLE DRY LOW. REMOVE PROMPTLY. DO NOT IRON:
DO NOT DRY CLEAN. 3

"
tag_5.JPG,cropped,pytesseract_clahe,65,5,0.17901234567901236,not visible,Vietnam,False,0.0,prediction_failed,not visible,,True,1.0,both_none,"MACHINE WASH COLD gid COLOURS, DO NOT BLEA DRY FLAT, COOL IRON ONLY - NEEDED, OR DRY seer . EROIDE AVEC COULEURS » — JAVELISER, SECHER A PLAT, .  NECESSAIRE, OU NETTOYERA go et pee f s ' bs ge Ae ‘ f yw ae »% Sg et ®t ee Y <""","Machine wash cold with like colours, do not bleach, dry flat, cool iron only if needed, or dry clean",False,0.5370370370370371,mismatch,50.215384615384615,"(MACHINE WASH COLD gid
COLOURS, DO NOT BLEA
DRY FLAT, COOL IRON ONLY
- NEEDED, OR DRY seer
> LAVER ALA MACHINE AL
. EROIDE AVEC COULEURS
* SEMBLABLES, NE PAS
» — JAVELISER, SECHER A PLAT,
4 REPASSAGE DOUX SI

.  NECESSAIRE, OU NETTOYERA

go et pee f s
' bs ge Ae ‘
f yw ae »% Sg et ®t ee Y <""
"
tag_1.JPG,cropped,pytesseract_original,239,5,0.0,not visible,Guatemala,False,0.0,prediction_failed,not visible,100% Cotton,False,0.0,prediction_failed,not visible,,True,1.0,both_none,35.00803212851405,"NVA VANS Oa ay Mab
rate FAH

gti
Hitt Hi hi Ne tifa nut Ni i) Piatt | ti
Mint ti) ial mn He If Ht

{\ Wit \

‘i { nl ie ma { Kt Ai it {iI {, \|
Wi TIA
(if alt UAH
UL | tema AL es

\
(hn MMM)
| Wy

Guat Mi | |
| if(\! vala (|
iF |
ua but rafal bt
(yt | {

(ty ny If \{
AMEN \
ni wilt |

WY Hii
I AR CE ANE
He MAA
TAMA MY A FAA
Ni tA LAA EMR
\ } | { Ne Het fat i it i i Mit tf i ih : il At i i I i i if {yi (nit A i \ ii

1 { hy ity iM
ld SEO RE
| Nit Oy i ii i Hi i NA A tN Ny \ A i mW At Niet { PMY
CA QW ATMA A
aty Oy ARON Ny bi Hi CMa RAN
ty / We \ Pati RAL My AAA (
aly i Pasnf AREY AA)
NANA 4 m Ihre MEERA Pa
i | il Baur sbi le Kato toe } , Ki iii fic (ett
Liat \ Ui nh A Hi ni i iM nti ih AM \ i
Ni (i ha sua

ify nn
ti ny iV ih
Pht M un it i ii wt Nt i van ‘i ddA NAT
"
IMG_8710.JPG,cropped,pytesseract_clahe,15,5,0.4503968253968254,Saaictia,cambodia,False,0.375,mismatch,"91% RECYCLED
POLYESTER 8% WOOL 1% SPANDEX","91% recycled polyester, 8% wool, 1% spandex",False,0.9761904761904762,near_match,not visible,,True,1.0,both_none,62.93333333333333,"91% RECYCLED
POLYESTER/POLIESTER
RECICLADO
8% WOOL/LANA
1% SPANDEX...

—RNI7730.. =
Mw 989869

MADE IN Saaictia
"
IMG_8705.JPG,cropped,pytesseract_original,34,5,0.9266932270916334,Cambodia,Cambodia,True,1.0,exact_match,"93% LYOCELL 7% SPANDEX
EXCLUSIVE","93% lyocell, 7% spandex",False,0.8,partial_match,MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW REMOVE PROM COOL IRON IF NEEDED,machine wash cold sepearately gentle cycle only non-chlorine bleach if needed tumble dry low remove promptly cool iron if needed,False,0.9800796812749004,near_match,93.97058823529412,"Made in Cambodia
Hecho en Camboya

93% LYOCELL /
7% SPANDEX
EXCLUSIVE OF
DECORATION

MACHINE WASH
COLD SEPARATELY
GENTLE CYCLE
ONLY
NON-CHLORINE
BLEACH IF NEEDED
TUMBLE DRY LOW

REMOVE PROM
COOL IRON IF
NEEDED
"
IMG_8711.JPG,cropped,pytesseract_original,30,5,0.48979722998811015,not visible,,True,1.0,both_none,100% COTTON 6% RECYCLED COTTON,100% cotton,False,0.5365853658536586,mismatch,MACHINE WASH COLD SEPARATELY. GENT ONLY NON-CHLORINE BLEACH IF NEEDED?” TUM DRY LOW. REMOVE PROMPTLY. WARM IRON IF NEEDED.,machine wash cold seperately. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. warm iron if needed,False,0.932806324110672,near_match,81.6,"100% COTTON (6% RECYCLED COTTON)
iE CYCLE
BLE

EXCLUSIVE OF DECORATION
MACHINE WASH COLD SEPARATELY. GENT

ONLY NON-CHLORINE BLEACH IF NEEDED?” TUM
DRY LOW. REMOVE PROMPTLY. WARM IRON IF

NEEDED.
"
tag_2.JPG,cropped,pytesseract_original,104,5,0.0,not visible,Guatemala,False,0.0,prediction_failed,not visible,100% Cotton,False,0.0,prediction_failed,not visible,,True,1.0,both_none,35.60909090909091,"WN,
nh

é

We

1s t
’
4 yy
ua
Wy tid

qu
ergest

y)

= Boo
a eee

i re] Wit
Vall
, A at
plitelel |
ay tear
i ty
jpiy ee
i? ,
9)

Hecho

\ ;
|
\
)
}
|
|
:
|

any
ty
‘

|

}

ttoniCot

\
1
j

\

|
on .
7,

ve

}
. |
)
Pa rereree
O09
. shat

}
}
'

\

,
)

ote a =
ae aq Z -
comet See oe
a? 4 . :
2S hype Pen 3 bee Phe
fy qt. Pee oe ie on™

"
IMG_8707.JPG,cropped,pytesseract_bilateral,18,5,0.5015873015873016,"CAMBODIA
ee ARO KAVA",cambodia,False,0.5714285714285714,mismatch,90% COTTON 40% SPANDEX,"90% cotton, 10% spandex",False,0.9333333333333333,near_match,not visible,,True,1.0,both_none,80.1,"90% COTTON/ALGODON
40% SPANDEX/SPANDEX

EXCLUSIVE OF DECORATION
NO INCLUYE LA DECORACION

XXL

MADE IN CAMBODIA
ee ARO KAVA

"
IMG_8713.JPG,cropped,pytesseract_bilateral,36,5,0.877658303464755,NICARAGUA,Nicaragua,True,1.0,exact_match,77% RECYCLED POLYESTER 12% SPANDEX MACHINE,"77% recycled polyester, 11% lyocell, 12% spandex",False,0.7555555555555555,partial_match,MACHINE WASH-COLD COL E COLORS. ONLY NON-CHLORINE BLEACH: IF NEEDED. TUMBLE DRY LOW; REMOVE PROMPTLY. COOL IRON IF- NEEDED. DO NOT IRON.O N LABEL. RN17730 VN1068795.,machine wash cold with like colors. only non-chlorine bleach if needed. tumble dry low. remove promptly. cool iron if needed. do not iron on label,False,0.8774193548387097,partial_match,65.72222222222223,"77% RECYCLED POLYESTER/14 5 LYOCELL
12% SPANDEX MACHINE WASH-COLD
COL

E COLORS. ONLY NON-CHLORINE BLEACH:
IF NEEDED. TUMBLE DRY LOW; REMOVE
PROMPTLY. COOL IRON IF- NEEDED. DO NOT
IRON.O

N LABEL. RN17730 VN1068795.
MADE IN NICARAGUA
"
IMG_8539.JPG,cropped,pytesseract_bilateral,14,5,0.15950920245398773,not visible,,True,1.0,both_none,not visible,,True,1.0,both_none,"wash cold, a Mach ie with Hike color N on acre ne tle",machine wash cold gentle cycle with like colors. Non-chlorine bleach only. Tumble dry low. Warm iron as needed.,False,0.4785276073619632,mismatch,63.733333333333334,"ine wash cold, a

Mach
ie with Hike color

N on acre ne
tle

"
IMG_8712.JPG,cropped,pytesseract_original,39,5,0.6079414838035527,not visible,,True,1.0,both_none,"77% RECYCLED POLYESTER 11% NYLON 8% WOOL 4% SPANDEX

TURN","77% recycled polyester, 11% nylon, 8% wool, 4% spandex",False,0.9272727272727272,near_match,"MACHINE WASH COLD WITH LIKE COLORS, GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED RESHAPE AND LAY FLAT TO DRY COOL IRON IF NEEDED",turn garment inside out. machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. reshape and lay flat to dry. cool iron if needed,False,0.896551724137931,partial_match,94.6923076923077,"77% RECYCLED POLYESTER / 11% NYLON / 8% WOOL /
4% SPANDEX

TURN GARMENT INSIDE OUT

MACHINE WASH COLD WITH LIKE COLORS, GENTLE CYCLE
ONLY NON-CHLORINE BLEACH IF NEEDED

RESHAPE AND LAY FLAT TO DRY

COOL IRON IF NEEDED
"
IMG_8706.JPG,cropped,pytesseract_bilateral,3,5,0.3333333333333333,VIETNAM,Vietnam,True,1.0,exact_match,not visible,,True,1.0,both_none,not visible,,True,1.0,both_none,94.5,"MADE IN VIETNAM
"
tag_3.JPG,original,pytesseract_original,467,5,0.09803921568627451,not visible,,True,1.0,both_none,"1%
j j 0% BAL","50% Modal, 50% Cotton",False,0.29411764705882354,mismatch,not visible,,True,1.0,both_none,25.58266129032258,"’ ‘ ‘ ; ; epee
J 4 | if 4 TE ae
Pi Ae ; j j j ST aT Ato at a
| tary } : : | iti oa) 0) poet ei ot a i O27 Ot BI BES
| ah al aes ata REGED EERE GT PROTO te ae i OF te a a
‘ . ‘ ity yon | it; | (dl see
H ati Ff : se | MyVpMe an Lh.
if 4 ‘ ; { : Tee te ie he J 4% 4
,i5 ; .] ; o1ete 7? 40) 5) ae “1%
j j ; | sia fa + i
i dhe i; ; \ ; Ha wd
4 4 | ' by
; ; : 4 4 ba
oa : ‘ Ht 4 409 ’
piaea SE BRA say reseb
baled al led eH Ahibabaty NSA at ad tes hh he
sree Peeters: &) Pt RT Fe COTTON ay #4-%% he E449 Sean
Petrie) b bt dey WER ® wa ad 64a bf dN fed
of baat et eat ot be ee 0% BAL 4y 5 howd f4
syd 54 bd PET PTE PTE er ey: ow at ble “ Simian 44 5

MMMM RAS Me bibbdihe thin totaled ee Pee Se Paes
bd ha bod Oh He pte retpry ~ ON Bbbne hiphe he pai te£83 Ji
Prerere yy 4 a4 AA Hd ad BE +* i Prana em eng!

thet th eh ob dag

LAA Ab 4 hd BG Ad Se Be 08 4 fF yogly of hyture at ee Shak + Sess tho AS 4R EEE A eo edad thd
Li hilahs tere tetetateretel y ‘0 V1 edo be eb beg ey bal
picbaaad Mag at A Ad 44 4 4 4 Mio Pibaeihebse bed blab,
erererenenererererenent fe MTOR ORAS ORE bbe heOEG Bek aha bi bag
ib id ah BA AD Es HA 8 448 ohe both bak a dhot dd Dt aeaée Hadeeh- it tbo e AE thibel tb ae 14
Sere hd re rabedanerarerenerenet ain ht AAFP TE EES bbb i bE ALLE oa chal Lab
i heb thse ed apd hoe ng hat th A428 | fh Phe ee bet teed bee hE Peet ohe eet tl: Tite ert &S ee er ‘
Fe pipers ace rere ieee eseaRN ehisnlevdPerergvabaselteoacdbaiale ali tlit he arial eer orae

Se dd okt ko enbinhete beter ML Pee eM eAL Elec athe ial seated ie eset tt te ©
arb at ns vad Tapaadanaratonples thet abe aa ae! heheh tie

GOMES Saheb eed decals

srereverei¢!

eV bRse thabsi

POLS EO oh oH ORE ERLE,

Sekeavisie!

ears jest Cities
ithe me Tirerent

FIti i bedyy
sadads by &4
Vig Pa Peg tb ded

Lieea ety bibs s band (4 pdagb beet
Ba ied

pra< bhaky
4

"
IMG_8629.JPG,cropped,pytesseract_original,2,5,0.3333333333333333,not visible,,True,1.0,both_none,not visible,,True,1.0,both_none,DRY CLEAN,dry clean,True,1.0,exact_match,94.5,"DRY CLEAN
"
IMG_8615.JPG,cropped,pytesseract_original,11,5,0.0,not visible,,True,1.0,both_none,not visible,100% Cashmere,False,0.0,prediction_failed,not visible,,True,1.0,both_none,39.0,".

ve

.

we NS,
ar yen

W arene

\
\

"
IMG_8601.JPG,cropped,pytesseract_bilateral,20,5,0.5603665521191294,not visible,,True,1.0,both_none,"100% CASHMERE

DRY",100% Cashmere,False,0.8666666666666667,partial_match,DRY CLEAN OR HAND WASH COLD DO NOT TWiST OR WRING DO NOT BLEACH ___ RESHAPE AND LAY,dry clean or hand wash cold do not twist or wring do not bleach reshape and lay flat to dry warm iron if needed,False,0.8144329896907216,partial_match,87.04761904761905,"100% CASHMERE

DRY CLEAN
OR HAND WASH COLD
DO NOT TWiST OR WRING
DO NOT BLEACH
___ RESHAPE AND LAY

"
IMG_8588.JPG,cropped,pytesseract_bilateral,36,5,0.48567557104142467,not visible,Peru,False,0.0,prediction_failed,24% Polyester Fi 24% Cotton,"52% Modal, 24% Polyester, 24% Cotton",False,0.7619047619047619,partial_match,Machine Wash Cold with Like Colors. No ; Only. Abbie . On Lowest,"Machine wash cold with like colors, non-chlorine bleach only, tumble dry low, iron on lowest setting",False,0.6951219512195121,mismatch,59.05,"We)
” briqué

24% Polyester Fi by |
| it, eS :
24% Cotton / mB
; Baumwolle /Katoen Py [:
algodon |

‘Machine Wash Cold with Like
Colors. No ;
Only. Abbie

. On Lowest

"
IMG_8563.JPG,cropped,pytesseract_original,13,5,0.503030303030303,VIETNAM,Vietnam,True,1.0,exact_match,not visible,,True,1.0,both_none,DRY CLEAN ONLY. NETTOYAGE A SEC SEULEMENT.,dry clean only,False,0.509090909090909,mismatch,94.15384615384616,"DRY CLEAN ONLY.
NETTOYAGE A SEC SEULEMENT.

MADE IN VIETNAM
FABRIQUE AU VIETNAM
"
IMG_8577.JPG,original,pytesseract_bilateral,47,5,0.20657276995305163,not visible,USA,False,0.0,prediction_failed,"88% TENCEL 12%
SPANDEX 88% TENCEL 12%

mY","88% Tencel Lyocell, 12% Spandex",False,0.6197183098591549,mismatch,not visible,,True,1.0,both_none,52.62264150943396,"MADE IN Usa
/ HECHO EN EE.UU /
FABRIQUE AUX FraTs.unie

88% TENCEL™ LYOCELL/ 12%
SPANDEX
88% TENCEL™ LYOCELL/ 12%

mY
‘at

at
Va beh

» ml Ly :
Th AM OAM
Ve Sa
vy

\ Sat St
Cat VE A hy
; Litas ih Aa .
"
IMG_8589.JPG,original,pytesseract_clahe,11,5,0.1111111111111111,not visible,China,False,0.0,prediction_failed,90% REC,"90% Recycled Cashmere, 10% Cashmere",False,0.3333333333333333,mismatch,not visible,,True,1.0,both_none,71.53846153846153,"ERE

ERE/

YOLE / CASHM

10
YCL
REC

- 90% REC
"
IMG_8600.JPG,cropped,pytesseract_bilateral,10,5,0.4740740740740741,not visible,,True,1.0,both_none,"100%COTTON

DRY",100% Cotton,False,0.8,partial_match,DRY CLEAN ONLY DE IN VIET NAM :,Dry clean only,False,0.6222222222222222,mismatch,87.33333333333333,"MATERIAL
100%COTTON

DRY CLEAN ONLY
DE IN VIET NAM

:
"
