image,image_source,ocr_method,num_detections,variants_tried,best_combined_score,country_pred,country_true,country_exact,country_fuzzy,country_status,material_pred,material_true,material_exact,material_fuzzy,material_status,care_pred,care_true,care_exact,care_fuzzy,care_status,ocr_confidence,full_text
IMG_8702.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,cambodia,False,0.0,prediction_failed,Not visible,"72% nylon, 28% spandex",False,0.0,prediction_failed,Not visible,remove pads before washing. machine wash cold separately. gentle cycle only non-chlorine bleach if needed. tumble dry low. remove promptly. cool iron if needed,False,0.0,prediction_failed,0,
tag_6.JPG,original,paddle_ocr_original,0,5,0.0,Not visible,India,False,0.0,prediction_failed,Not visible,100% Cotton,False,0.0,prediction_failed,Not visible,"machine wash cold with like colors, non-chlorine bleach only, tumble dry low, iron on lowest setting",False,0.0,prediction_failed,0,
tag_4.JPG,original,paddle_ocr_original,0,5,0.0,Not visible,Guatemala,False,0.0,prediction_failed,Not visible,100% Cotton,False,0.0,prediction_failed,Not visible,not visible,False,0.0,prediction_failed,0,
IMG_8700.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,not visible,False,0.0,prediction_failed,Not visible,"91% recycled polyester, 9% spandex",False,0.0,prediction_failed,Not visible,machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. iron cool if needed. do not iron on label,False,0.0,prediction_failed,0,
IMG_8714.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,not visible,False,0.0,prediction_failed,Not visible,"100% nylon, 100% recycled polyester",False,0.0,prediction_failed,Not visible,machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. do not iron. do not dry clean.,False,0.0,prediction_failed,0,
tag_5.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,Vietnam,False,0.0,prediction_failed,Not visible,not visible,False,0.0,prediction_failed,Not visible,"Machine wash cold with like colours, do not bleach, dry flat, cool iron only if needed, or dry clean",False,0.0,prediction_failed,0,
tag_1.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,Guatemala,False,0.0,prediction_failed,Not visible,100% Cotton,False,0.0,prediction_failed,Not visible,not visible,False,0.0,prediction_failed,0,
IMG_8710.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,cambodia,False,0.0,prediction_failed,Not visible,"91% recycled polyester, 8% wool, 1% spandex",False,0.0,prediction_failed,Not visible,not visible,False,0.0,prediction_failed,0,
IMG_8705.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,Cambodia,False,0.0,prediction_failed,Not visible,"93% lyocell, 7% spandex",False,0.0,prediction_failed,Not visible,machine wash cold sepearately gentle cycle only non-chlorine bleach if needed tumble dry low remove promptly cool iron if needed,False,0.0,prediction_failed,0,
IMG_8711.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,not visible,False,0.0,prediction_failed,Not visible,100% cotton,False,0.0,prediction_failed,Not visible,machine wash cold seperately. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. warm iron if needed,False,0.0,prediction_failed,0,
tag_2.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,Guatemala,False,0.0,prediction_failed,Not visible,100% Cotton,False,0.0,prediction_failed,Not visible,not visible,False,0.0,prediction_failed,0,
IMG_8707.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,cambodia,False,0.0,prediction_failed,Not visible,"90% cotton, 10% spandex",False,0.0,prediction_failed,Not visible,not visible,False,0.0,prediction_failed,0,
IMG_8713.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,Nicaragua,False,0.0,prediction_failed,Not visible,"77% recycled polyester, 11% lyocell, 12% spandex",False,0.0,prediction_failed,Not visible,machine wash cold with like colors. only non-chlorine bleach if needed. tumble dry low. remove promptly. cool iron if needed. do not iron on label,False,0.0,prediction_failed,0,
IMG_8539.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,not visible,False,0.0,prediction_failed,Not visible,not visible,False,0.0,prediction_failed,Not visible,machine wash cold gentle cycle with like colors. Non-chlorine bleach only. Tumble dry low. Warm iron as needed.,False,0.0,prediction_failed,0,
IMG_8712.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,not visible,False,0.0,prediction_failed,Not visible,"77% recycled polyester, 11% nylon, 8% wool, 4% spandex",False,0.0,prediction_failed,Not visible,turn garment inside out. machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. reshape and lay flat to dry. cool iron if needed,False,0.0,prediction_failed,0,
IMG_8706.JPG,cropped,paddle_ocr_original,0,5,0.0,Not visible,Vietnam,False,0.0,prediction_failed,Not visible,not visible,False,0.0,prediction_failed,Not visible,not visible,False,0.0,prediction_failed,0,
tag_3.JPG,original,paddle_ocr_original,0,5,0.0,Not visible,not visible,False,0.0,prediction_failed,Not visible,"50% Modal, 50% Cotton",False,0.0,prediction_failed,Not visible,not visible,False,0.0,prediction_failed,0,
