image,image_source,ocr_method,num_detections,variants_tried,best_combined_score,country_pred,country_true,country_exact,country_fuzzy,country_status,material_pred,material_true,material_exact,material_fuzzy,material_status,care_pred,care_true,care_exact,care_fuzzy,care_status,ocr_confidence,full_text
IMG_8702.JPG,cropped,easyocr_bilateral,50,5,0.9229024943310659,Cambodia,cambodia,True,1.0,exact_match,72% NYLON 28% SPANDEX FRONT,"72% nylon, 28% spandex",False,0.8571428571428571,partial_match,WASHING MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW REMQVE PROMPTLY COOL IRON IF NEEDED,remove pads before washing. machine wash cold separately. gentle cycle only non-chlorine bleach if needed. tumble dry low. remove promptly. cool iron if needed,False,0.9115646258503401,near_match,86.64116740568562,Made in Cambodia Hecho en Camboya BODY: 72% NYLON / 28% SPANDEX FRONT LNING: 889 NYLON / 129 SPANDEX BACK LINING: 729 NYLON / 289 SPANDEX REMOVE PADS BEFORE WASHING MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW REMQVE PROMPTLY COOL IRON IF NEEDED
tag_6.JPG,original,easyocr_original,44,5,0.6666666666666666,India,India,True,1.0,exact_match,100% Cotton,100% Cotton,True,1.0,exact_match,not visible,"machine wash cold with like colors, non-chlorine bleach only, tumble dry low, iron on lowest setting",False,0.0,prediction_failed,62.213794892107245,Made In India Fabrique En Inde Hergestellt In Indien In India Vervaardigdln! hecho en india 100% Cotton /Coton / Baumwolle KKatoen /t# / algodon Wash Cold With Like Colors_Non-Chlorine Bleach Tumble Dly Low: Iron On Lowest Setling: WADAX LaverAe Machioe ^i '69u Machine Onk:
tag_4.JPG,original,easyocr_original,20,5,0.3333333333333333,Guatemala,Guatemala,True,1.0,exact_match,not visible,100% Cotton,False,0.0,prediction_failed,not visible,,True,1.0,both_none,72.2276409475874,Made In Guatemala Fabrique Au Guatemala Hergestellt In Guatemala Vervaardigd In Guatemala 775770 Hecho En Guatemala 1oo%Cotton/Coton/ Baumwolle/Katoen/ke / Algodon
IMG_8700.JPG,cropped,easyocr_original,36,5,0.592936507936508,not visible,,True,1.0,both_none,91% RECYCLED POLYESTER 9% SPANDEX MACHINE,"91% recycled polyester, 9% spandex",False,0.88,partial_match,MACHINE WASH COLD WITH LIKE COLORS. GENTLE CYCLE ONLY NON CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW: REMOVE PROMPTLY COOL IRon IF NEEDED. DO NOT IRON ON LABEL RNI7730 VN1068795,machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. iron cool if needed. do not iron on label,False,0.8988095238095238,partial_match,68.14044171895556,91% RECYCLED POLYESTER / 9% SPANDEX MACHINE WASH COLD WITH LIKE COLORS. GENTLE CYCLE ONLY NON CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW: REMOVE PROMPTLY COOL IRon IF NEEDED. DO NOT IRON ON LABEL RNI7730 VN1068795
IMG_8714.JPG,cropped,easyocr_original,36,5,0.5577477477477477,not visible,,True,1.0,both_none,100% NYLON LINING 100% RECYCLED POLYESTER 100% RECYCLED POLYESTER,"100% nylon, 100% recycled polyester",False,0.68,mismatch,"MACHINE WASH COLD WITH LIKE COLORS, GENTLE CYCLE. ONLY NON-CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW. REMOVE PROMPTLY. DO NOT IRON. DO NOT DRY CLEAN.",machine wash cold with like colors. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. do not iron. do not dry clean.,False,0.9932432432432432,near_match,72.77160138949374,"SHELL: 100% NYLON LINING: 100% RECYCLED POLYESTER FILLING; 100% RECYCLED POLYESTER MACHINE WASH COLD WITH LIKE COLORS, GENTLE CYCLE. ONLY NON-CHLORINE BLEACH IF NEEDED. TUMBLE DRY LOW. REMOVE PROMPTLY. DO NOT IRON. DO NOT DRY CLEAN."
tag_5.JPG,cropped,easyocr_clahe,43,5,0.15555555555555556,VIETNAM NOT ONLY IF DRY,Vietnam,False,0.4666666666666667,mismatch,not visible,,True,1.0,both_none,not visible,"Machine wash cold with like colours, do not bleach, dry flat, cool iron only if needed, or dry clean",False,0.0,prediction_failed,87.46502729338499,"COLD WiTH Like MACHINE WASH COLOURS; DO BLEACH; DRY FLAT COOL IRON NEEDED; OR CLEAN LAVERALA MACHINE A LEAU FROIDE AVEC COULEURS SEMBLABLES, NE PAS JAVELISER, SECHER A PLAT REPASSAGE DOUX SI NECESSAIRE, OU NETTOYERA SEC MADE IN VIETNAM NOT ONLY IF DRY"
tag_1.JPG,cropped,easyocr_bilateral,22,5,0.3333333333333333,Guatemala,Guatemala,True,1.0,exact_match,not visible,100% Cotton,False,0.0,prediction_failed,not visible,,True,1.0,both_none,71.42641696758545,Made In Guatemala Fabrique AU Guatemala Hergestellt In Guatemala In Guatemala Vervaardigg i Gual Hecho En Guatemala 1ooCotton/Coton/ BaumwollelKatoen/ 8 / Algodon
IMG_8710.JPG,cropped,easyocr_clahe,14,5,0.2706270627062706,not visible,cambodia,False,0.0,prediction_failed,91% RECYCLED POLYESTERIPOLIESTER 8% WOOLLANA 1% SPANDEX RN,"91% recycled polyester, 8% wool, 1% spandex",False,0.8118811881188119,partial_match,not visible,,True,1.0,both_none,86.00174821273362,91% RECYCLED POLYESTERIPOLIESTER RECICLADO 8% WOOLLANA 1% SPANDEX RN17730 VN1989869 MADE IN CAMBODIA /
IMG_8705.JPG,cropped,easyocr_clahe,37,5,0.9219264892268694,Cambodia,Cambodia,True,1.0,exact_match,93% LYOCELL 7% SPANDEX EXCLUSIVE,"93% lyocell, 7% spandex",False,0.8,partial_match,MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW REMOVE PROMPTLY COOL IRON IF DE H At NEEDED,machine wash cold sepearately gentle cycle only non-chlorine bleach if needed tumble dry low remove promptly cool iron if needed,False,0.9657794676806084,near_match,81.57985726909945,Made in Cambodia Hecho en Camboya 93% LYOCELL / 7% SPANDEX EXCLUSIVE OF DECORATION MACHINE WASH COLD SEPARATELY GENTLE CYCLE ONLY NON-CHLORINE BLEACH IF NEEDED TUMBLE DRY LOW REMOVE PROMPTLY COOL IRON IF DE H At NEEDED
IMG_8711.JPG,cropped,easyocr_clahe,29,5,0.43909570674654114,not visible,,True,1.0,both_none,100% COTTOn EXCLUSIVE 5% CYCLE,100% cotton,False,0.5365853658536586,mismatch,MACHINE WASH COLD SEPARATELY ONLY NoN-CHLORINE BLEACH IF IF DRY LOW. REMOVE PROMPTLY. NEEDED . (,machine wash cold seperately. gentle cycle. only non-chlorine bleach if needed. tumble dry low. remove promptly. warm iron if needed,False,0.7807017543859649,partial_match,83.01251236405265,RECYCLED COTTON 100% COTTOn EXCLUSIVE OF DECORATION MACHINE WASH COLD SEPARATELY ONLY NoN-CHLORINE BLEACH IF IF DRY LOW. REMOVE PROMPTLY. NEEDED . (5% CYCLE: GENTLE TUMBLE NEEDED: IRON WARM
